area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
G,CT1254200000000,"Palm Coast city, FL",0,T,1294,12542,ENU1254210010,LAUST125420000000003
G,CT1254450000000,"Palm Springs village, FL",0,T,1295,12544,ENU1254410010,LAUST125440000000003
G,CT1254700000000,"Panama City city, FL",0,T,1296,12547,ENU1254710010,LAUST125470000000003
G,CT1255125000000,"Parkland city, FL",0,T,1297,12551,ENU1255110010,LAUST125510000000003
G,CT1255775000000,"Pembroke Pines city, FL",0,T,1298,12557,ENU1255710010,LAUST125570000000003
G,CT1255925000000,"Pensacola city, FL",0,T,1299,12559,ENU1255910010,LAUST125590000000003
G,CT1256975000000,"Pinellas Park city, FL",0,T,1300,12569,ENU1256910010,LAUST125690000000003
G,CT1257425000000,"Plantation city, FL",0,T,1301,12574,ENU1257410010,LAUST125740000000003
G,CT1257550000000,"Plant City city, FL",0,T,1302,12575,ENU1257510010,LAUST125750000000003
G,CT1258050000000,"Pompano Beach city, FL",0,T,1303,12580,ENU1258010010,LAUST125800000000003
G,CT1258575000000,"Port Orange city, FL",0,T,1304,12585,ENU1258510010,LAUST125850000000003
G,CT1258715000000,"Port St. Lucie city, FL",0,T,1305,12587,ENU1258710010,LAUST125870000000003
G,CT1260975000000,"Riviera Beach city, FL",0,T,1306,12609,ENU1260910010,LAUST126090000000003
G,CT1261500000000,"Rockledge city, FL",0,T,1307,12615,ENU1261510010,LAUST126150000000003
G,CT1262100000000,"Royal Palm Beach village, FL",0,T,1308,12621,ENU1262110010,LAUST126210000000003
G,CT1262625000000,"St. Cloud city, FL",0,T,1309,12626,ENU1262610010,LAUST126260000000003
G,CT1263000000000,"St. Petersburg city, FL",0,T,1310,12630,ENU1263010010,LAUST126300000000003
G,CT1263650000000,"Sanford city, FL",0,T,1311,12636,ENU1263610010,LAUST126360000000003
G,CT1264175000000,"Sarasota city, FL",0,T,1312,12641,ENU1264110010,LAUST126410000000003
G,CT1264825000000,"Sebastian city, FL",0,T,1313,12648,ENU1264810010,LAUST126480000000003
G,CT1269700000000,"Sunrise city, FL",0,T,1314,12697,ENU1269710010,LAUST126970000000003
G,CT1270600000000,"Tallahassee city, FL",0,T,1315,12706,ENU1270610010,LAUST127060000000003
G,CT1270675000000,"Tamarac city, FL",0,T,1316,12706,ENU1270610010,LAUST127060000000003
G,CT1271000000000,"Tampa city, FL",0,T,1317,12710,ENU1271010010,LAUST127100000000003
G,CT1271150000000,"Tarpon Springs city, FL",0,T,1318,12711,ENU1271110010,LAUST127110000000003
G,CT1271400000000,"Temple Terrace city, FL",0,T,1319,12714,ENU1271410010,LAUST127140000000003
G,CT1271900000000,"Titusville city, FL",0,T,1320,12719,ENU1271910010,LAUST127190000000003
G,CT1273900000000,"Venice city, FL",0,T,1321,12739,ENU1273910010,LAUST127390000000003
G,CT1275812000000,"Wellington village, FL",0,T,1322,12758,ENU1275810010,LAUST127580000000003
G,CT1276500000000,"West Melbourne city, FL",0,T,1323,12765,ENU1276510010,LAUST127650000000003
G,CT1276582000000,"Weston city, FL",0,T,1324,12765,ENU1276510010,LAUST127650000000003
G,CT1276600000000,"West Palm Beach city, FL",0,T,1325,12766,ENU1276610010,LAUST127660000000003
G,CT1278250000000,"Winter Garden city, FL",0,T,1326,12782,ENU1278210010,LAUST127820000000003
G,CT1278275000000,"Winter Haven city, FL",0,T,1327,12782,ENU1278210010,LAUST127820000000003
G,CT1278300000000,"Winter Park city, FL",0,T,1328,12783,ENU1278310010,LAUST127830000000003
G,CT1278325000000,"Winter Springs city, FL",0,T,1329,12783,ENU1278310010,LAUST127830000000003
G,CT1301052000000,"Albany city, GA",0,T,1533,13010,ENU1301010010,LAUST130100000000003
G,CT1301696000000,"Alpharetta city, GA",0,T,1534,13016,ENU1301610010,LAUST130160000000003
G,CT1303436000000,"Athens-Clarke County (consolidated) city, GA",0,T,1535,13034,ENU1303410010,LAUST130340000000003
G,CT1304000000000,"Atlanta city, GA",0,T,1536,13040,ENU1304010010,LAUST130400000000003
G,CT1304200000000,"Augusta-Richmond County (consolidated) city, GA",0,T,1537,13042,ENU1304210010,LAUST130420000000003
G,CT1310944000000,"Brookhaven city, GA",0,T,1538,13109,ENU1310910010,LAUST131090000000003
G,CT1312988000000,"Canton city, GA",0,T,1539,13129,ENU1312910010,LAUST131290000000003
G,CT1313492000000,"Carrollton city, GA",0,T,1540,13134,ENU1313410010,LAUST131340000000003
G,CT1315172000000,"Chamblee city, GA",0,T,1541,13151,ENU1315110010,LAUST131510000000003
G,CT1319000000000,"Columbus (consolidated) city, GA",0,T,1542,13190,ENU1319010010,LAUST131900000000003
G,CT1321380000000,"Dalton city, GA",0,T,1543,13213,ENU1321310010,LAUST132130000000003
G,CT1322052000000,"Decatur city, GA",0,T,1544,13220,ENU1322010010,LAUST132200000000003
G,CT1323900000000,"Douglasville city, GA",0,T,1545,13239,ENU1323910010,LAUST132390000000003
G,CT1324600000000,"Duluth city, GA",0,T,1546,13246,ENU1324610010,LAUST132460000000003
G,CT1324768000000,"Dunwoody city, GA",0,T,1547,13247,ENU1324710010,LAUST132470000000003
G,CT1325720000000,"East Point city, GA",0,T,1548,13257,ENU1325710010,LAUST132570000000003
G,CT1331908000000,"Gainesville city, GA",0,T,1549,13319,ENU1331910010,LAUST133190000000003
G,CT1338964000000,"Hinesville city, GA",0,T,1550,13389,ENU1338910010,LAUST133890000000003
G,CT1342425000000,"Johns Creek city, GA",0,T,1551,13424,ENU1342410010,LAUST134240000000003
G,CT1343192000000,"Kennesaw city, GA",0,T,1552,13431,ENU1343110010,LAUST134310000000003
G,CT1344340000000,"LaGrange city, GA",0,T,1553,13443,ENU1344310010,LAUST134430000000003
G,CT1345488000000,"Lawrenceville city, GA",0,T,1554,13454,ENU1345410010,LAUST134540000000003
G,CT1348624000000,"McDonough city, GA",0,T,1555,13486,ENU1348610010,LAUST134860000000003
G,CT1349008000000,"Macon-Bibb County, GA",0,T,1556,13490,ENU1349010010,LAUST134900000000003
G,CT1349756000000,"Marietta city, GA",0,T,1557,13497,ENU1349710010,LAUST134970000000003
G,CT1351670000000,"Milton city, GA",0,T,1558,13516,ENU1351610010,LAUST135160000000003
G,CT1355020000000,"Newnan city, GA",0,T,1559,13550,ENU1355010010,LAUST135500000000003
G,CT1359724000000,"Peachtree City city, GA",0,T,1560,13597,ENU1359710010,LAUST135970000000003
G,CT1359735000000,"Peachtree Corners city, GA",0,T,1561,13597,ENU1359710010,LAUST135970000000003
G,CT1362104000000,"Pooler city, GA",0,T,1562,13621,ENU1362110010,LAUST136210000000003
G,CT1366668000000,"Rome city, GA",0,T,1563,13666,ENU1366610010,LAUST136660000000003
G,CT1367284000000,"Roswell city, GA",0,T,1564,13672,ENU1367210010,LAUST136720000000003
G,CT1368516000000,"Sandy Springs city, GA",0,T,1565,13685,ENU1368510010,LAUST136850000000003
G,CT1369000000000,"Savannah city, GA",0,T,1566,13690,ENU1369010010,LAUST136900000000003
G,CT1371492000000,"Smyrna city, GA",0,T,1567,13714,ENU1371410010,LAUST137140000000003
G,CT1373256000000,"Statesboro city, GA",0,T,1568,13732,ENU1373210010,LAUST137320000000003
G,CT1373704000000,"Stockbridge city, GA",0,T,1569,13737,ENU1373710010,LAUST137370000000003
G,CT1374180000000,"Sugar Hill city, GA",0,T,1570,13741,ENU1374110010,LAUST137410000000003
G,CT1377652000000,"Tucker city, GA",0,T,1571,13776,ENU1377610010,LAUST137760000000003
G,CT1378324000000,"Union City city, GA",0,T,1572,13783,ENU1378310010,LAUST137830000000003
G,CT1378800000000,"Valdosta city, GA",0,T,1573,13788,ENU1378810010,LAUST137880000000003
G,CT1380508000000,"Warner Robins city, GA",0,T,1574,13805,ENU1380510010,LAUST138050000000003
G,CT1384176000000,"Woodstock city, GA",0,T,1575,13841,ENU1384110010,LAUST138410000000003
G,CT1516999000000,"Honolulu County/city, HI",0,T,1594,15169,ENU1516910010,LAUST151690000000003
G,CT1608830000000,"Boise City city, ID",0,T,1655,16088,ENU1608810010,LAUST160880000000003
G,CT1612250000000,"Caldwell city, ID",0,T,1656,16122,ENU1612210010,LAUST161220000000003
G,CT1616750000000,"Coeur d'Alene city, ID",0,T,1657,16167,ENU1616710010,LAUST161670000000003
G,CT1623410000000,"Eagle city, ID",0,T,1658,16234,ENU1623410010,LAUST162340000000003
G,CT1639700000000,"Idaho Falls city, ID",0,T,1659,16397,ENU1639710010,LAUST163970000000003
G,CT1644290000000,"Kuna city, ID",0,T,1660,16442,ENU1644210010,LAUST164420000000003
G,CT1646540000000,"Lewiston city, ID",0,T,1661,16465,ENU1646510010,LAUST164650000000003
G,CT1652120000000,"Meridian city, ID",0,T,1662,16521,ENU1652110010,LAUST165210000000003
G,CT1654550000000,"Moscow city, ID",0,T,1663,16545,ENU1654510010,LAUST165450000000003
G,CT1656260000000,"Nampa city, ID",0,T,1664,16562,ENU1656210010,LAUST165620000000003
G,CT1664090000000,"Pocatello city, ID",0,T,1665,16640,ENU1664010010,LAUST166400000000003
G,CT1664810000000,"Post Falls city, ID",0,T,1666,16648,ENU1664810010,LAUST166480000000003
G,CT1667420000000,"Rexburg city, ID",0,T,1667,16674,ENU1667410010,LAUST166740000000003
G,CT1682810000000,"Twin Falls city, ID",0,T,1668,16828,ENU1682810010,LAUST168280000000003
G,CT1700243000000,"Addison village, IL",0,T,1817,17002,ENU1700210010,LAUST170020000000003
G,CT1700685000000,"Algonquin village, IL",0,T,1818,17006,ENU1700610010,LAUST170060000000003
G,CT1701114000000,"Alton city, IL",0,T,1819,17011,ENU1701110010,LAUST170110000000003
G,CT1702154000000,"Arlington Heights village, IL",0,T,1820,17021,ENU1702110010,LAUST170210000000003
G,CT1703012000000,"Aurora city, IL",0,T,1821,17030,ENU1703010010,LAUST170300000000003
G,CT1704013000000,"Bartlett village, IL",0,T,1822,17040,ENU1704010010,LAUST170400000000003
G,CT1704078000000,"Batavia city, IL",0,T,1823,17040,ENU1704010010,LAUST170400000000003
G,CT1704845000000,"Belleville city, IL",0,T,1824,17048,ENU1704810010,LAUST170480000000003
G,CT1705092000000,"Belvidere city, IL",0,T,1825,17050,ENU1705010010,LAUST170500000000003
G,CT1705573000000,"Berwyn city, IL",0,T,1826,17055,ENU1705510010,LAUST170550000000003
G,CT1706613000000,"Bloomington city, IL",0,T,1827,17066,ENU1706610010,LAUST170660000000003
G,CT1707133000000,"Bolingbrook village, IL",0,T,1828,17071,ENU1707110010,LAUST170710000000003
G,CT1709447000000,"Buffalo Grove village, IL",0,T,1829,17094,ENU1709410010,LAUST170940000000003
G,CT1709642000000,"Burbank city, IL",0,T,1830,17096,ENU1709610010,LAUST170960000000003
G,CT1710487000000,"Calumet City city, IL",0,T,1831,17104,ENU1710410010,LAUST171040000000003
G,CT1711163000000,"Carbondale city, IL",0,T,1832,17111,ENU1711110010,LAUST171110000000003
G,CT1711332000000,"Carol Stream village, IL",0,T,1833,17113,ENU1711310010,LAUST171130000000003
G,CT1711358000000,"Carpentersville village, IL",0,T,1834,17113,ENU1711310010,LAUST171130000000003
G,CT1712385000000,"Champaign city, IL",0,T,1835,17123,ENU1712310010,LAUST171230000000003
G,CT1714000000000,"Chicago city, IL",0,T,1836,17140,ENU1714010010,LAUST171400000000003
G,CT1714026000000,"Chicago Heights city, IL",0,T,1837,17140,ENU1714010010,LAUST171400000000003
G,CT1714351000000,"Cicero town, IL",0,T,1838,17143,ENU1714310010,LAUST171430000000003
G,CT1715599000000,"Collinsville city, IL",0,T,1839,17155,ENU1715510010,LAUST171550000000003
G,CT1717887000000,"Crystal Lake city, IL",0,T,1840,17178,ENU1717810010,LAUST171780000000003
G,CT1718563000000,"Danville city, IL",0,T,1841,17185,ENU1718510010,LAUST171850000000003
G,CT1718823000000,"Decatur city, IL",0,T,1842,17188,ENU1718810010,LAUST171880000000003
G,CT1719161000000,"DeKalb city, IL",0,T,1843,17191,ENU1719110010,LAUST171910000000003
G,CT1719642000000,"Des Plaines city, IL",0,T,1844,17196,ENU1719610010,LAUST171960000000003
G,CT1720292000000,"Dolton village, IL",0,T,1845,17202,ENU1720210010,LAUST172020000000003
G,CT1720591000000,"Downers Grove village, IL",0,T,1846,17205,ENU1720510010,LAUST172050000000003
G,CT1722255000000,"East St. Louis city, IL",0,T,1847,17222,ENU1722210010,LAUST172220000000003
G,CT1722697000000,"Edwardsville city, IL",0,T,1848,17226,ENU1722610010,LAUST172260000000003
G,CT1723074000000,"Elgin city, IL",0,T,1849,17230,ENU1723010010,LAUST172300000000003
G,CT1723256000000,"Elk Grove Village village, IL",0,T,1850,17232,ENU1723210010,LAUST172320000000003
G,CT1723620000000,"Elmhurst city, IL",0,T,1851,17236,ENU1723610010,LAUST172360000000003
G,CT1723724000000,"Elmwood Park village, IL",0,T,1852,17237,ENU1723710010,LAUST172370000000003
G,CT1724582000000,"Evanston city, IL",0,T,1853,17245,ENU1724510010,LAUST172450000000003
G,CT1727884000000,"Freeport city, IL",0,T,1854,17278,ENU1727810010,LAUST172780000000003
G,CT1728326000000,"Galesburg city, IL",0,T,1855,17283,ENU1728310010,LAUST172830000000003
G,CT1729730000000,"Glendale Heights village, IL",0,T,1856,17297,ENU1729710010,LAUST172970000000003
G,CT1729756000000,"Glen Ellyn village, IL",0,T,1857,17297,ENU1729710010,LAUST172970000000003
G,CT1729938000000,"Glenview village, IL",0,T,1858,17299,ENU1729910010,LAUST172990000000003
G,CT1730926000000,"Granite City city, IL",0,T,1859,17309,ENU1730910010,LAUST173090000000003
G,CT1732018000000,"Gurnee village, IL",0,T,1860,17320,ENU1732010010,LAUST173200000000003
G,CT1732746000000,"Hanover Park village, IL",0,T,1861,17327,ENU1732710010,LAUST173270000000003
G,CT1733383000000,"Harvey city, IL",0,T,1862,17333,ENU1733310010,LAUST173330000000003
G,CT1734722000000,"Highland Park city, IL",0,T,1863,17347,ENU1734710010,LAUST173470000000003
G,CT1735411000000,"Hoffman Estates village, IL",0,T,1864,17354,ENU1735410010,LAUST173540000000003
G,CT1735835000000,"Homer Glen village, IL",0,T,1865,17358,ENU1735810010,LAUST173580000000003
G,CT1736750000000,"Huntley village, IL",0,T,1866,17367,ENU1736710010,LAUST173670000000003
G,CT1738570000000,"Joliet city, IL",0,T,1867,17385,ENU1738510010,LAUST173850000000003
G,CT1738934000000,"Kankakee city, IL",0,T,1868,17389,ENU1738910010,LAUST173890000000003
G,CT1741183000000,"Lake in the Hills village, IL",0,T,1869,17411,ENU1741110010,LAUST174110000000003
G,CT1742028000000,"Lansing village, IL",0,T,1870,17420,ENU1742010010,LAUST174200000000003
G,CT1744225000000,"Lockport city, IL",0,T,1871,17442,ENU1744210010,LAUST174420000000003
G,CT1744407000000,"Lombard village, IL",0,T,1872,17444,ENU1744410010,LAUST174440000000003
G,CT1745694000000,"McHenry city, IL",0,T,1873,17456,ENU1745610010,LAUST174560000000003
G,CT1747774000000,"Maywood village, IL",0,T,1874,17477,ENU1747710010,LAUST174770000000003
G,CT1748242000000,"Melrose Park village, IL",0,T,1875,17482,ENU1748210010,LAUST174820000000003
G,CT1749867000000,"Moline city, IL",0,T,1876,17498,ENU1749810010,LAUST174980000000003
G,CT1750647000000,"Morton Grove village, IL",0,T,1877,17506,ENU1750610010,LAUST175060000000003
G,CT1751089000000,"Mount Prospect village, IL",0,T,1878,17510,ENU1751010010,LAUST175100000000003
G,CT1751349000000,"Mundelein village, IL",0,T,1879,17513,ENU1751310010,LAUST175130000000003
G,CT1751622000000,"Naperville city, IL",0,T,1880,17516,ENU1751610010,LAUST175160000000003
G,CT1752584000000,"New Lenox village, IL",0,T,1881,17525,ENU1752510010,LAUST175250000000003
G,CT1753000000000,"Niles village, IL",0,T,1882,17530,ENU1753010010,LAUST175300000000003
G,CT1753234000000,"Normal town, IL",0,T,1883,17532,ENU1753210010,LAUST175320000000003
G,CT1753481000000,"Northbrook village, IL",0,T,1884,17534,ENU1753410010,LAUST175340000000003
G,CT1753559000000,"North Chicago city, IL",0,T,1885,17535,ENU1753510010,LAUST175350000000003
G,CT1754638000000,"Oak Forest city, IL",0,T,1886,17546,ENU1754610010,LAUST175460000000003
G,CT1754820000000,"Oak Lawn village, IL",0,T,1887,17548,ENU1754810010,LAUST175480000000003
G,CT1754885000000,"Oak Park village, IL",0,T,1888,17548,ENU1754810010,LAUST175480000000003
G,CT1755249000000,"O'Fallon city, IL",0,T,1889,17552,ENU1755210010,LAUST175520000000003
G,CT1756640000000,"Orland Park village, IL",0,T,1890,17566,ENU1756610010,LAUST175660000000003
G,CT1756887000000,"Oswego village, IL",0,T,1891,17568,ENU1756810010,LAUST175680000000003
G,CT1757225000000,"Palatine village, IL",0,T,1892,17572,ENU1757210010,LAUST175720000000003
G,CT1757732000000,"Park Forest village, IL",0,T,1893,17577,ENU1757710010,LAUST175770000000003
G,CT1757875000000,"Park Ridge city, IL",0,T,1894,17578,ENU1757810010,LAUST175780000000003
G,CT1758447000000,"Pekin city, IL",0,T,1895,17584,ENU1758410010,LAUST175840000000003
G,CT1759000000000,"Peoria city, IL",0,T,1896,17590,ENU1759010010,LAUST175900000000003
G,CT1760287000000,"Plainfield village, IL",0,T,1897,17602,ENU1760210010,LAUST176020000000003
G,CT1762367000000,"Quincy city, IL",0,T,1898,17623,ENU1762310010,LAUST176230000000003
G,CT1765000000000,"Rockford city, IL",0,T,1899,17650,ENU1765010010,LAUST176500000000003
G,CT1765078000000,"Rock Island city, IL",0,T,1900,17650,ENU1765010010,LAUST176500000000003
G,CT1765442000000,"Romeoville village, IL",0,T,1901,17654,ENU1765410010,LAUST176540000000003
G,CT1766040000000,"Round Lake Beach village, IL",0,T,1902,17660,ENU1766010010,LAUST176600000000003
G,CT1766703000000,"St. Charles city, IL",0,T,1903,17667,ENU1766710010,LAUST176670000000003
G,CT1768003000000,"Schaumburg village, IL",0,T,1904,17680,ENU1768010010,LAUST176800000000003
G,CT1770122000000,"Skokie village, IL",0,T,1905,17701,ENU1770110010,LAUST177010000000003
G,CT1772000000000,"Springfield city, IL",0,T,1906,17720,ENU1772010010,LAUST177200000000003
G,CT1773157000000,"Streamwood village, IL",0,T,1907,17731,ENU1773110010,LAUST177310000000003
G,CT1775484000000,"Tinley Park village, IL",0,T,1908,17754,ENU1775410010,LAUST177540000000003
G,CT1777005000000,"Urbana city, IL",0,T,1909,17770,ENU1777010010,LAUST177700000000003
G,CT1777694000000,"Vernon Hills village, IL",0,T,1910,17776,ENU1777610010,LAUST177760000000003
G,CT1779293000000,"Waukegan city, IL",0,T,1911,17792,ENU1779210010,LAUST177920000000003
G,CT1780060000000,"West Chicago city, IL",0,T,1912,17800,ENU1780010010,LAUST178000000000003
G,CT1780645000000,"Westmont village, IL",0,T,1913,17806,ENU1780610010,LAUST178060000000003
G,CT1781048000000,"Wheaton city, IL",0,T,1914,17810,ENU1781010010,LAUST178100000000003
G,CT1781087000000,"Wheeling village, IL",0,T,1915,17810,ENU1781010010,LAUST178100000000003
G,CT1782075000000,"Wilmette village, IL",0,T,1916,17820,ENU1782010010,LAUST178200000000003
G,CT1783245000000,"Woodridge village, IL",0,T,1917,17832,ENU1783210010,LAUST178320000000003
G,CT1783349000000,"Woodstock city, IL",0,T,1918,17833,ENU1783310010,LAUST178330000000003
G,CT1784220000000,"Zion city, IL",0,T,1919,17842,ENU1784210010,LAUST178420000000003
G,CT1801468000000,"Anderson city, IN",0,T,2098,18014,ENU1801410010,LAUST180140000000003
G,CT1805860000000,"Bloomington city, IN",0,T,2099,18058,ENU1805810010,LAUST180580000000003
G,CT1808416000000,"Brownsburg town, IN",0,T,2100,18084,ENU1808410010,LAUST180840000000003
G,CT1810342000000,"Carmel city, IN",0,T,2101,18103,ENU1810310010,LAUST181030000000003
G,CT1814734000000,"Columbus city, IN",0,T,2102,18147,ENU1814710010,LAUST181470000000003
G,CT1816138000000,"Crown Point city, IN",0,T,2103,18161,ENU1816110010,LAUST181610000000003
G,CT1819486000000,"East Chicago city, IN",0,T,2104,18194,ENU1819410010,LAUST181940000000003
G,CT1820728000000,"Elkhart city, IN",0,T,2105,18207,ENU1820710010,LAUST182070000000003
G,CT1822000000000,"Evansville city, IN",0,T,2106,18220,ENU1822010010,LAUST182200000000003
G,CT1823278000000,"Fishers city, IN",0,T,2107,18232,ENU1823210010,LAUST182320000000003
G,CT1825000000000,"Fort Wayne city, IN",0,T,2108,18250,ENU1825010010,LAUST182500000000003
G,CT1825450000000,"Franklin city, IN",0,T,2109,18254,ENU1825410010,LAUST182540000000003
G,CT1827000000000,"Gary city, IN",0,T,2110,18270,ENU1827010010,LAUST182700000000003
G,CT1828386000000,"Goshen city, IN",0,T,2111,18283,ENU1828310010,LAUST182830000000003
G,CT1829898000000,"Greenwood city, IN",0,T,2112,18298,ENU1829810010,LAUST182980000000003
G,CT1831000000000,"Hammond city, IN",0,T,2113,18310,ENU1831010010,LAUST183100000000003
G,CT1834114000000,"Hobart city, IN",0,T,2114,18341,ENU1834110010,LAUST183410000000003
G,CT1836000000000,"Indianapolis (consolidated) city, IN",0,T,2115,18360,ENU1836010010,LAUST183600000000003
G,CT1836003000000,"Indianapolis (incorporated) city, IN",0,T,2116,18360,ENU1836010010,LAUST183600000000003
G,CT1838358000000,"Jeffersonville city, IN",0,T,2117,18383,ENU1838310010,LAUST183830000000003
G,CT1840392000000,"Kokomo city, IN",0,T,2118,18403,ENU1840310010,LAUST184030000000003
G,CT1840788000000,"Lafayette city, IN",0,T,2119,18407,ENU1840710010,LAUST184070000000003
G,CT1842426000000,"Lawrence city, IN",0,T,2120,18424,ENU1842410010,LAUST184240000000003
G,CT1846908000000,"Marion city, IN",0,T,2121,18469,ENU1846910010,LAUST184690000000003
G,CT1848528000000,"Merrillville town, IN",0,T,2122,18485,ENU1848510010,LAUST184850000000003
G,CT1848798000000,"Michigan City city, IN",0,T,2123,18487,ENU1848710010,LAUST184870000000003
G,CT1849932000000,"Mishawaka city, IN",0,T,2124,18499,ENU1849910010,LAUST184990000000003
G,CT1851876000000,"Muncie city, IN",0,T,2125,18518,ENU1851810010,LAUST185180000000003
G,CT1852326000000,"New Albany city, IN",0,T,2126,18523,ENU1852310010,LAUST185230000000003
G,CT1854180000000,"Noblesville city, IN",0,T,2127,18541,ENU1854110010,LAUST185410000000003
G,CT1860246000000,"Plainfield town, IN",0,T,2128,18602,ENU1860210010,LAUST186020000000003
G,CT1861092000000,"Portage city, IN",0,T,2129,18610,ENU1861010010,LAUST186100000000003
G,CT1864260000000,"Richmond city, IN",0,T,2130,18642,ENU1864210010,LAUST186420000000003
G,CT1868220000000,"Schererville town, IN",0,T,2131,18682,ENU1868210010,LAUST186820000000003
G,CT1871000000000,"South Bend city, IN",0,T,2132,18710,ENU1871010010,LAUST187100000000003
G,CT1875428000000,"Terre Haute city, IN",0,T,2133,18754,ENU1875410010,LAUST187540000000003
G,CT1878326000000,"Valparaiso city, IN",0,T,2134,18783,ENU1878310010,LAUST187830000000003
G,CT1882700000000,"Westfield city, IN",0,T,2135,18827,ENU1882710010,LAUST188270000000003
G,CT1882862000000,"West Lafayette city, IN",0,T,2136,18828,ENU1882810010,LAUST188280000000003
G,CT1886372000000,"Zionsville town, IN",0,T,2137,18863,ENU1886310010,LAUST188630000000003
G,CT1901855000000,"Ames city, IA",0,T,2271,19018,ENU1901810010,LAUST190180000000003
G,CT1902305000000,"Ankeny city, IA",0,T,2272,19023,ENU1902310010,LAUST190230000000003
G,CT1906355000000,"Bettendorf city, IA",0,T,2273,19063,ENU1906310010,LAUST190630000000003
G,CT1909550000000,"Burlington city, IA",0,T,2274,19095,ENU1909510010,LAUST190950000000003
G,CT1911755000000,"Cedar Falls city, IA",0,T,2275,19117,ENU1911710010,LAUST191170000000003
G,CT1912000000000,"Cedar Rapids city, IA",0,T,2276,19120,ENU1912010010,LAUST191200000000003
G,CT1914430000000,"Clinton city, IA",0,T,2277,19144,ENU1914410010,LAUST191440000000003
G,CT1916860000000,"Council Bluffs city, IA",0,T,2278,19168,ENU1916810010,LAUST191680000000003
G,CT1919000000000,"Davenport city, IA",0,T,2279,19190,ENU1919010010,LAUST191900000000003
G,CT1921000000000,"Des Moines city, IA",0,T,2280,19210,ENU1921010010,LAUST192100000000003
G,CT1922395000000,"Dubuque city, IA",0,T,2281,19223,ENU1922310010,LAUST192230000000003
G,CT1928515000000,"Fort Dodge city, IA",0,T,2282,19285,ENU1928510010,LAUST192850000000003
G,CT1938595000000,"Iowa City city, IA",0,T,2283,19385,ENU1938510010,LAUST193850000000003
G,CT1949485000000,"Marion city, IA",0,T,2284,19494,ENU1949410010,LAUST194940000000003
G,CT1949755000000,"Marshalltown city, IA",0,T,2285,19497,ENU1949710010,LAUST194970000000003
G,CT1950160000000,"Mason City city, IA",0,T,2286,19501,ENU1950110010,LAUST195010000000003
G,CT1960465000000,"Ottumwa city, IA",0,T,2287,19604,ENU1960410010,LAUST196040000000003
G,CT1973335000000,"Sioux City city, IA",0,T,2288,19733,ENU1973310010,LAUST197330000000003
G,CT1979950000000,"Urbandale city, IA",0,T,2289,19799,ENU1979910010,LAUST197990000000003
G,CT1982425000000,"Waterloo city, IA",0,T,2290,19824,ENU1982410010,LAUST198240000000003
G,CT1982695000000,"Waukee city, IA",0,T,2291,19826,ENU1982610010,LAUST198260000000003
G,CT1983910000000,"West Des Moines city, IA",0,T,2292,19839,ENU1983910010,LAUST198390000000003
G,CT2017800000000,"Derby city, KS",0,T,2432,20178,ENU2017810010,LAUST201780000000003
G,CT2018250000000,"Dodge City city, KS",0,T,2433,20182,ENU2018210010,LAUST201820000000003
G,CT2021275000000,"Emporia city, KS",0,T,2434,20212,ENU2021210010,LAUST202120000000003
G,CT2025325000000,"Garden City city, KS",0,T,2435,20253,ENU2025310010,LAUST202530000000003
G,CT2033625000000,"Hutchinson city, KS",0,T,2436,20336,ENU2033610010,LAUST203360000000003
G,CT2035750000000,"Junction City city, KS",0,T,2437,20357,ENU2035710010,LAUST203570000000003
G,CT2036000000000,"Kansas City city, KS",0,T,2438,20360,ENU2036010010,LAUST203600000000003
G,CT2038900000000,"Lawrence city, KS",0,T,2439,20389,ENU2038910010,LAUST203890000000003
G,CT2039000000000,"Leavenworth city, KS",0,T,2440,20390,ENU2039010010,LAUST203900000000003
G,CT2039075000000,"Leawood city, KS",0,T,2441,20390,ENU2039010010,LAUST203900000000003
G,CT2039350000000,"Lenexa city, KS",0,T,2442,20393,ENU2039310010,LAUST203930000000003
G,CT2044250000000,"Manhattan city, KS",0,T,2443,20442,ENU2044210010,LAUST204420000000003
G,CT2052575000000,"Olathe city, KS",0,T,2444,20525,ENU2052510010,LAUST205250000000003
G,CT2053775000000,"Overland Park city, KS",0,T,2445,20537,ENU2053710010,LAUST205370000000003
G,CT2062700000000,"Salina city, KS",0,T,2446,20627,ENU2062710010,LAUST206270000000003
G,CT2064500000000,"Shawnee city, KS",0,T,2447,20645,ENU2064510010,LAUST206450000000003
G,CT2071000000000,"Topeka city, KS",0,T,2448,20710,ENU2071010010,LAUST207100000000003
G,CT2079000000000,"Wichita city, KS",0,T,2449,20790,ENU2079010010,LAUST207900000000003
G,CT2102368000000,"Ashland city, KY",0,T,2600,21023,ENU2102310010,LAUST210230000000003
G,CT2108902000000,"Bowling Green city, KY",0,T,2601,21089,ENU2108910010,LAUST210890000000003
G,CT2117848000000,"Covington city, KY",0,T,2602,21178,ENU2117810010,LAUST211780000000003
G,CT2124274000000,"Elizabethtown city, KY",0,T,2603,21242,ENU2124210010,LAUST212420000000003
G,CT2127982000000,"Florence city, KY",0,T,2604,21279,ENU2127910010,LAUST212790000000003
G,CT2128900000000,"Frankfort city, KY",0,T,2605,21289,ENU2128910010,LAUST212890000000003
