area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
D,MC2025700000000,"Hays, KS Micropolitan Statistical Area",0,T,2316,20257,ENU2025710010,LAUCN202570000000003
D,MC2026740000000,"Hutchinson, KS Micropolitan Statistical Area",0,T,2317,20267,ENU2026710010,LAUCN202670000000003
D,MC2027920000000,"Junction City, KS Micropolitan Statistical Area",0,T,2318,20279,ENU2027910010,LAUCN202790000000003
D,MC2030580000000,"Liberal, KS Micropolitan Statistical Area",0,T,2319,20305,ENU2030510010,LAUCN203050000000003
D,MC2032700000000,"McPherson, KS Micropolitan Statistical Area",0,T,2320,20327,ENU2032710010,LAUCN203270000000003
D,MC2036840000000,"Ottawa, KS Micropolitan Statistical Area",0,T,2321,20368,ENU2036810010,LAUCN203680000000003
D,MC2037660000000,"Parsons, KS Micropolitan Statistical Area",0,T,2322,20376,ENU2037610010,LAUCN203760000000003
D,MC2038260000000,"Pittsburg, KS Micropolitan Statistical Area",0,T,2323,20382,ENU2038210010,LAUCN203820000000003
D,MC2041460000000,"Salina, KS Micropolitan Statistical Area",0,T,2324,20414,ENU2041410010,LAUCN204140000000003
D,MC2112680000000,"Bardstown, KY Micropolitan Statistical Area",0,T,2460,21126,ENU2112610010,LAUCN211260000000003
D,MC2115820000000,"Campbellsville, KY Micropolitan Statistical Area",0,T,2461,21158,ENU2115810010,LAUCN211580000000003
D,MC2116420000000,"Central City, KY Micropolitan Statistical Area",0,T,2462,21164,ENU2116410010,LAUCN211640000000003
D,MC2119220000000,"Danville, KY Micropolitan Statistical Area",0,T,2463,21192,ENU2119210010,LAUCN211920000000003
D,MC2123180000000,"Frankfort, KY Micropolitan Statistical Area",0,T,2464,21231,ENU2123110010,LAUCN212310000000003
D,MC2123980000000,"Glasgow, KY Micropolitan Statistical Area",0,T,2465,21239,ENU2123910010,LAUCN212390000000003
D,MC2130940000000,"London, KY Micropolitan Statistical Area",0,T,2466,21309,ENU2130910010,LAUCN213090000000003
D,MC2131580000000,"Madisonville, KY Micropolitan Statistical Area",0,T,2467,21315,ENU2131510010,LAUCN213150000000003
D,MC2132460000000,"Mayfield, KY Micropolitan Statistical Area",0,T,2468,21324,ENU2132410010,LAUCN213240000000003
D,MC2132500000000,"Maysville, KY Micropolitan Statistical Area",0,T,2469,21325,ENU2132510010,LAUCN213250000000003
D,MC2133180000000,"Middlesborough, KY Micropolitan Statistical Area",0,T,2470,21331,ENU2133110010,LAUCN213310000000003
D,MC2134460000000,"Mount Sterling, KY Micropolitan Statistical Area",0,T,2471,21344,ENU2134410010,LAUCN213440000000003
D,MC2134660000000,"Murray, KY Micropolitan Statistical Area",0,T,2472,21346,ENU2134610010,LAUCN213460000000003
D,MC2137140000000,"Paducah, KY-IL Micropolitan Statistical Area",0,T,2473,21371,ENU2137110010,LAUCN213710000000003
D,MC2140080000000,"Richmond-Berea, KY Micropolitan Statistical Area",0,T,2474,21400,ENU2140010010,LAUCN214000000000003
D,MC2143700000000,"Somerset, KY Micropolitan Statistical Area",0,T,2475,21437,ENU2143710010,LAUCN214370000000003
D,MC2212820000000,"Bastrop, LA Micropolitan Statistical Area",0,T,2636,22128,ENU2212810010,LAUCN221280000000003
D,MC2214220000000,"Bogalusa, LA Micropolitan Statistical Area",0,T,2637,22142,ENU2214210010,LAUCN221420000000003
D,MC2219760000000,"DeRidder, LA Micropolitan Statistical Area",0,T,2638,22197,ENU2219710010,LAUCN221970000000003
D,MC2222860000000,"Fort Polk South, LA Micropolitan Statistical Area",0,T,2639,22228,ENU2222810010,LAUCN222280000000003
D,MC2227660000000,"Jennings, LA Micropolitan Statistical Area",0,T,2640,22276,ENU2227610010,LAUCN222760000000003
D,MC2234020000000,"Morgan City, LA Micropolitan Statistical Area",0,T,2641,22340,ENU2234010010,LAUCN223400000000003
D,MC2235060000000,"Natchitoches, LA Micropolitan Statistical Area",0,T,2642,22350,ENU2235010010,LAUCN223500000000003
D,MC2236660000000,"Opelousas, LA Micropolitan Statistical Area",0,T,2643,22366,ENU2236610010,LAUCN223660000000003
D,MC2240820000000,"Ruston, LA Micropolitan Statistical Area",0,T,2644,22408,ENU2240810010,LAUCN224080000000003
D,MC2370600000000,"Augusta, ME Micropolitan NECTA",0,T,2734,23706,ENU2370610010,LAUCN237060000000003
D,MC2372250000000,"Brunswick, ME Micropolitan NECTA",0,T,2735,23722,ENU2372210010,LAUCN237220000000003
D,MC2377950000000,"Sanford, ME Micropolitan NECTA",0,T,2736,23779,ENU2377910010,LAUCN237790000000003
D,MC2378850000000,"Waterville, ME Micropolitan NECTA",0,T,2737,23788,ENU2378810010,LAUCN237880000000003
D,MC2415700000000,"Cambridge, MD Micropolitan Statistical Area",0,T,3308,24157,ENU2415710010,LAUCN241570000000003
D,MC2420660000000,"Easton, MD Micropolitan Statistical Area",0,T,3309,24206,ENU2420610010,LAUCN242060000000003
D,MC2570450000000,"Athol, MA Micropolitan NECTA",0,T,3366,25704,ENU2570410010,LAUCN257040000000003
D,MC2573300000000,"Greenfield Town, MA Micropolitan NECTA",0,T,3367,25733,ENU2573310010,LAUCN257330000000003
D,MC2576150000000,"North Adams, MA-VT Micropolitan NECTA",0,T,3368,25761,ENU2576110010,LAUCN257610000000003
D,MC2578500000000,"Vineyard Haven, MA Micropolitan NECTA",0,T,3369,25785,ENU2578510010,LAUCN257850000000003
D,MC2610300000000,"Adrian, MI Micropolitan Statistical Area",0,T,3764,26103,ENU2610310010,LAUCN261030000000003
D,MC2610940000000,"Alma, MI Micropolitan Statistical Area",0,T,3765,26109,ENU2610910010,LAUCN261090000000003
D,MC2610980000000,"Alpena, MI Micropolitan Statistical Area",0,T,3766,26109,ENU2610910010,LAUCN261090000000003
D,MC2613660000000,"Big Rapids, MI Micropolitan Statistical Area",0,T,3767,26136,ENU2613610010,LAUCN261360000000003
D,MC2615620000000,"Cadillac, MI Micropolitan Statistical Area",0,T,3768,26156,ENU2615610010,LAUCN261560000000003
D,MC2617740000000,"Coldwater, MI Micropolitan Statistical Area",0,T,3769,26177,ENU2617710010,LAUCN261770000000003
D,MC2621540000000,"Escanaba, MI Micropolitan Statistical Area",0,T,3770,26215,ENU2621510010,LAUCN262150000000003
D,MC2625880000000,"Hillsdale, MI Micropolitan Statistical Area",0,T,3771,26258,ENU2625810010,LAUCN262580000000003
D,MC2626090000000,"Holland, MI Micropolitan Statistical Area",0,T,3772,26260,ENU2626010010,LAUCN262600000000003
D,MC2626340000000,"Houghton, MI Micropolitan Statistical Area",0,T,3773,26263,ENU2626310010,LAUCN262630000000003
D,MC2626960000000,"Ionia, MI Micropolitan Statistical Area",0,T,3774,26269,ENU2626910010,LAUCN262690000000003
D,MC2627020000000,"Iron Mountain, MI-WI Micropolitan Statistical Area",0,T,3775,26270,ENU2627010010,LAUCN262700000000003
D,MC2631220000000,"Ludington, MI Micropolitan Statistical Area",0,T,3776,26312,ENU2631210010,LAUCN263120000000003
D,MC2632100000000,"Marquette, MI Micropolitan Statistical Area",0,T,3777,26321,ENU2632110010,LAUCN263210000000003
D,MC2634380000000,"Mount Pleasant, MI Micropolitan Statistical Area",0,T,3778,26343,ENU2634310010,LAUCN263430000000003
D,MC2637020000000,"Owosso, MI Micropolitan Statistical Area",0,T,3779,26370,ENU2637010010,LAUCN263700000000003
D,MC2642300000000,"Sault Ste. Marie, MI Micropolitan Statistical Area",0,T,3780,26423,ENU2642310010,LAUCN264230000000003
D,MC2644780000000,"Sturgis, MI Micropolitan Statistical Area",0,T,3781,26447,ENU2644710010,LAUCN264470000000003
D,MC2645900000000,"Traverse City, MI Micropolitan Statistical Area",0,T,3782,26459,ENU2645910010,LAUCN264590000000003
D,MC2710660000000,"Albert Lea, MN Micropolitan Statistical Area",0,T,3979,27106,ENU2710610010,LAUCN271060000000003
D,MC2710820000000,"Alexandria, MN Micropolitan Statistical Area",0,T,3980,27108,ENU2710810010,LAUCN271080000000003
D,MC2712380000000,"Austin, MN Micropolitan Statistical Area",0,T,3981,27123,ENU2712310010,LAUCN271230000000003
D,MC2713420000000,"Bemidji, MN Micropolitan Statistical Area",0,T,3982,27134,ENU2713410010,LAUCN271340000000003
D,MC2714660000000,"Brainerd, MN Micropolitan Statistical Area",0,T,3983,27146,ENU2714610010,LAUCN271460000000003
D,MC2721860000000,"Fairmont, MN Micropolitan Statistical Area",0,T,3984,27218,ENU2721810010,LAUCN272180000000003
D,MC2722060000000,"Faribault-Northfield, MN Micropolitan Statistical Area",0,T,3985,27220,ENU2722010010,LAUCN272200000000003
D,MC2722260000000,"Fergus Falls, MN Micropolitan Statistical Area",0,T,3986,27222,ENU2722210010,LAUCN272220000000003
D,MC2724330000000,"Grand Rapids, MN Micropolitan Statistical Area",0,T,3987,27243,ENU2724310010,LAUCN272430000000003
D,MC2726780000000,"Hutchinson, MN Micropolitan Statistical Area",0,T,3988,27267,ENU2726710010,LAUCN272670000000003
D,MC2732140000000,"Marshall, MN Micropolitan Statistical Area",0,T,3989,27321,ENU2732110010,LAUCN273210000000003
D,MC2735580000000,"New Ulm, MN Micropolitan Statistical Area",0,T,3990,27355,ENU2735510010,LAUCN273550000000003
D,MC2736940000000,"Owatonna, MN Micropolitan Statistical Area",0,T,3991,27369,ENU2736910010,LAUCN273690000000003
D,MC2739860000000,"Red Wing, MN Micropolitan Statistical Area",0,T,3992,27398,ENU2739810010,LAUCN273980000000003
D,MC2748820000000,"Willmar, MN Micropolitan Statistical Area",0,T,3993,27488,ENU2748810010,LAUCN274880000000003
D,MC2749100000000,"Winona, MN Micropolitan Statistical Area",0,T,3994,27491,ENU2749110010,LAUCN274910000000003
D,MC2749380000000,"Worthington, MN Micropolitan Statistical Area",0,T,3995,27493,ENU2749310010,LAUCN274930000000003
D,MC2815020000000,"Brookhaven, MS Micropolitan Statistical Area",0,T,4149,28150,ENU2815010010,LAUCN281500000000003
D,MC2817260000000,"Clarksdale, MS Micropolitan Statistical Area",0,T,4150,28172,ENU2817210010,LAUCN281720000000003
D,MC2817380000000,"Cleveland, MS Micropolitan Statistical Area",0,T,4151,28173,ENU2817310010,LAUCN281730000000003
D,MC2818060000000,"Columbus, MS Micropolitan Statistical Area",0,T,4152,28180,ENU2818010010,LAUCN281800000000003
D,MC2818420000000,"Corinth, MS Micropolitan Statistical Area",0,T,4153,28184,ENU2818410010,LAUCN281840000000003
D,MC2824740000000,"Greenville, MS Micropolitan Statistical Area",0,T,4154,28247,ENU2824710010,LAUCN282470000000003
D,MC2824900000000,"Greenwood, MS Micropolitan Statistical Area",0,T,4155,28249,ENU2824910010,LAUCN282490000000003
D,MC2824980000000,"Grenada, MS Micropolitan Statistical Area",0,T,4156,28249,ENU2824910010,LAUCN282490000000003
D,MC2826940000000,"Indianola, MS Micropolitan Statistical Area",0,T,4157,28269,ENU2826910010,LAUCN282690000000003
D,MC2829860000000,"Laurel, MS Micropolitan Statistical Area",0,T,4158,28298,ENU2829810010,LAUCN282980000000003
D,MC2832620000000,"McComb, MS Micropolitan Statistical Area",0,T,4159,28326,ENU2832610010,LAUCN283260000000003
D,MC2832940000000,"Meridian, MS Micropolitan Statistical Area",0,T,4160,28329,ENU2832910010,LAUCN283290000000003
D,MC2835020000000,"Natchez, MS-LA Micropolitan Statistical Area",0,T,4161,28350,ENU2835010010,LAUCN283500000000003
D,MC2837060000000,"Oxford, MS Micropolitan Statistical Area",0,T,4162,28370,ENU2837010010,LAUCN283700000000003
D,MC2838100000000,"Picayune, MS Micropolitan Statistical Area",0,T,4163,28381,ENU2838110010,LAUCN283810000000003
D,MC2844260000000,"Starkville, MS Micropolitan Statistical Area",0,T,4164,28442,ENU2844210010,LAUCN284420000000003
D,MC2846180000000,"Tupelo, MS Micropolitan Statistical Area",0,T,4165,28461,ENU2846110010,LAUCN284610000000003
D,MC2846980000000,"Vicksburg, MS Micropolitan Statistical Area",0,T,4166,28469,ENU2846910010,LAUCN284690000000003
D,MC2848500000000,"West Point, MS Micropolitan Statistical Area",0,T,4167,28485,ENU2848510010,LAUCN284850000000003
D,MC2914700000000,"Branson, MO Micropolitan Statistical Area",0,T,4288,29147,ENU2914710010,LAUCN291470000000003
D,MC2922100000000,"Farmington, MO Micropolitan Statistical Area",0,T,4289,29221,ENU2922110010,LAUCN292210000000003
D,MC2922780000000,"Fort Leonard Wood, MO Micropolitan Statistical Area",0,T,4290,29227,ENU2922710010,LAUCN292270000000003
D,MC2925300000000,"Hannibal, MO Micropolitan Statistical Area",0,T,4291,29253,ENU2925310010,LAUCN292530000000003
D,MC2928380000000,"Kennett, MO Micropolitan Statistical Area",0,T,4292,29283,ENU2928310010,LAUCN292830000000003
D,MC2928860000000,"Kirksville, MO Micropolitan Statistical Area",0,T,4293,29288,ENU2928810010,LAUCN292880000000003
D,MC2930060000000,"Lebanon, MO Micropolitan Statistical Area",0,T,4294,29300,ENU2930010010,LAUCN293000000000003
D,MC2932180000000,"Marshall, MO Micropolitan Statistical Area",0,T,4295,29321,ENU2932110010,LAUCN293210000000003
D,MC2932340000000,"Maryville, MO Micropolitan Statistical Area",0,T,4296,29323,ENU2932310010,LAUCN293230000000003
D,MC2933020000000,"Mexico, MO Micropolitan Statistical Area",0,T,4297,29330,ENU2933010010,LAUCN293300000000003
D,MC2933620000000,"Moberly, MO Micropolitan Statistical Area",0,T,4298,29336,ENU2933610010,LAUCN293360000000003
D,MC2938740000000,"Poplar Bluff, MO Micropolitan Statistical Area",0,T,4299,29387,ENU2938710010,LAUCN293870000000003
D,MC2940620000000,"Rolla, MO Micropolitan Statistical Area",0,T,4300,29406,ENU2940610010,LAUCN294060000000003
D,MC2942740000000,"Sedalia, MO Micropolitan Statistical Area",0,T,4301,29427,ENU2942710010,LAUCN294270000000003
D,MC2943460000000,"Sikeston, MO Micropolitan Statistical Area",0,T,4302,29434,ENU2943410010,LAUCN294340000000003
D,MC2947660000000,"Warrensburg, MO Micropolitan Statistical Area",0,T,4303,29476,ENU2947610010,LAUCN294760000000003
D,MC2948460000000,"West Plains, MO Micropolitan Statistical Area",0,T,4304,29484,ENU2948410010,LAUCN294840000000003
D,MC3014580000000,"Bozeman, MT Micropolitan Statistical Area",0,T,4475,30145,ENU3014510010,LAUCN301450000000003
D,MC3015580000000,"Butte-Silver Bow, MT Micropolitan Statistical Area",0,T,4476,30155,ENU3015510010,LAUCN301550000000003
D,MC3025740000000,"Helena, MT Micropolitan Statistical Area",0,T,4477,30257,ENU3025710010,LAUCN302570000000003
D,MC3028060000000,"Kalispell, MT Micropolitan Statistical Area",0,T,4478,30280,ENU3028010010,LAUCN302800000000003
D,MC3113100000000,"Beatrice, NE Micropolitan Statistical Area",0,T,4548,31131,ENU3113110010,LAUCN311310000000003
D,MC3118100000000,"Columbus, NE Micropolitan Statistical Area",0,T,4549,31181,ENU3118110010,LAUCN311810000000003
D,MC3123340000000,"Fremont, NE Micropolitan Statistical Area",0,T,4550,31233,ENU3123310010,LAUCN312330000000003
D,MC3125580000000,"Hastings, NE Micropolitan Statistical Area",0,T,4551,31255,ENU3125510010,LAUCN312550000000003
D,MC3128260000000,"Kearney, NE Micropolitan Statistical Area",0,T,4552,31282,ENU3128210010,LAUCN312820000000003
D,MC3130420000000,"Lexington, NE Micropolitan Statistical Area",0,T,4553,31304,ENU3130410010,LAUCN313040000000003
D,MC3135740000000,"Norfolk, NE Micropolitan Statistical Area",0,T,4554,31357,ENU3135710010,LAUCN313570000000003
D,MC3135820000000,"North Platte, NE Micropolitan Statistical Area",0,T,4555,31358,ENU3135810010,LAUCN313580000000003
D,MC3142420000000,"Scottsbluff, NE Micropolitan Statistical Area",0,T,4556,31424,ENU3142410010,LAUCN314240000000003
D,MC3221220000000,"Elko, NV Micropolitan Statistical Area",0,T,4667,32212,ENU3221210010,LAUCN322120000000003
D,MC3221980000000,"Fallon, NV Micropolitan Statistical Area",0,T,4668,32219,ENU3221910010,LAUCN322190000000003
D,MC3222280000000,"Fernley, NV Micropolitan Statistical Area",0,T,4669,32222,ENU3222210010,LAUCN322220000000003
D,MC3223820000000,"Gardnerville Ranchos, NV Micropolitan Statistical Area",0,T,4670,32238,ENU3223810010,LAUCN322380000000003
D,MC3237220000000,"Pahrump, NV Micropolitan Statistical Area",0,T,4671,32372,ENU3237210010,LAUCN323720000000003
D,MC3249080000000,"Winnemucca, NV Micropolitan Statistical Area",0,T,4672,32490,ENU3249010010,LAUCN324900000000003
D,MC3371500000000,"Berlin, NH Micropolitan NECTA",0,T,4703,33715,ENU3371510010,LAUCN337150000000003
D,MC3372500000000,"Claremont, NH Micropolitan NECTA",0,T,4704,33725,ENU3372510010,LAUCN337250000000003
D,MC3372700000000,"Concord, NH Micropolitan NECTA",0,T,4705,33727,ENU3372710010,LAUCN337270000000003
D,MC3373750000000,"Keene, NH Micropolitan NECTA",0,T,4706,33737,ENU3373710010,LAUCN337370000000003
D,MC3373900000000,"Laconia, NH Micropolitan NECTA",0,T,4707,33739,ENU3373910010,LAUCN337390000000003
D,MC3374350000000,"Lebanon, NH-VT Micropolitan NECTA",0,T,4708,33743,ENU3374310010,LAUCN337430000000003
D,MC3510460000000,"Alamogordo, NM Micropolitan Statistical Area",0,T,5129,35104,ENU3510410010,LAUCN351040000000003
D,MC3516100000000,"Carlsbad-Artesia, NM Micropolitan Statistical Area",0,T,5130,35161,ENU3516110010,LAUCN351610000000003
D,MC3517580000000,"Clovis, NM Micropolitan Statistical Area",0,T,5131,35175,ENU3517510010,LAUCN351750000000003
D,MC3519700000000,"Deming, NM Micropolitan Statistical Area",0,T,5132,35197,ENU3519710010,LAUCN351970000000003
D,MC3521580000000,"Espanola, NM Micropolitan Statistical Area",0,T,5133,35215,ENU3521510010,LAUCN352150000000003
D,MC3523700000000,"Gallup, NM Micropolitan Statistical Area",0,T,5134,35237,ENU3523710010,LAUCN352370000000003
D,MC3524380000000,"Grants, NM Micropolitan Statistical Area",0,T,5135,35243,ENU3524310010,LAUCN352430000000003
D,MC3526020000000,"Hobbs, NM Micropolitan Statistical Area",0,T,5136,35260,ENU3526010010,LAUCN352600000000003
D,MC3529780000000,"Las Vegas, NM Micropolitan Statistical Area",0,T,5137,35297,ENU3529710010,LAUCN352970000000003
D,MC3531060000000,"Los Alamos, NM Micropolitan Statistical Area",0,T,5138,35310,ENU3531010010,LAUCN353100000000003
D,MC3538780000000,"Portales, NM Micropolitan Statistical Area",0,T,5139,35387,ENU3538710010,LAUCN353870000000003
D,MC3540740000000,"Roswell, NM Micropolitan Statistical Area",0,T,5140,35407,ENU3540710010,LAUCN354070000000003
D,MC3540760000000,"Ruidoso, NM Micropolitan Statistical Area",0,T,5141,35407,ENU3540710010,LAUCN354070000000003
D,MC3543500000000,"Silver City, NM Micropolitan Statistical Area",0,T,5142,35435,ENU3543510010,LAUCN354350000000003
D,MC3545340000000,"Taos, NM Micropolitan Statistical Area",0,T,5143,35453,ENU3545310010,LAUCN354530000000003
D,MC3611220000000,"Amsterdam, NY Micropolitan Statistical Area",0,T,5205,36112,ENU3611210010,LAUCN361120000000003
D,MC3612180000000,"Auburn, NY Micropolitan Statistical Area",0,T,5206,36121,ENU3612110010,LAUCN361210000000003
D,MC3612860000000,"Batavia, NY Micropolitan Statistical Area",0,T,5207,36128,ENU3612810010,LAUCN361280000000003
D,MC3618500000000,"Corning, NY Micropolitan Statistical Area",0,T,5208,36185,ENU3618510010,LAUCN361850000000003
D,MC3618660000000,"Cortland, NY Micropolitan Statistical Area",0,T,5209,36186,ENU3618610010,LAUCN361860000000003
D,MC3624100000000,"Gloversville, NY Micropolitan Statistical Area",0,T,5210,36241,ENU3624110010,LAUCN362410000000003
D,MC3626460000000,"Hudson, NY Micropolitan Statistical Area",0,T,5211,36264,ENU3626410010,LAUCN362640000000003
D,MC3627460000000,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",0,T,5212,36274,ENU3627410010,LAUCN362740000000003
D,MC3631660000000,"Malone, NY Micropolitan Statistical Area",0,T,5213,36316,ENU3631610010,LAUCN363160000000003
D,MC3636300000000,"Ogdensburg-Massena, NY Micropolitan Statistical Area",0,T,5214,36363,ENU3636310010,LAUCN363630000000003
D,MC3636460000000,"Olean, NY Micropolitan Statistical Area",0,T,5215,36364,ENU3636410010,LAUCN363640000000003
D,MC3636580000000,"Oneonta, NY Micropolitan Statistical Area",0,T,5216,36365,ENU3636510010,LAUCN363650000000003
D,MC3638460000000,"Plattsburgh, NY Micropolitan Statistical Area",0,T,5217,36384,ENU3638410010,LAUCN363840000000003
D,MC3642900000000,"Seneca Falls, NY Micropolitan Statistical Area",0,T,5218,36429,ENU3642910010,LAUCN364290000000003
D,MC3710620000000,"Albemarle, NC Micropolitan Statistical Area",0,T,5412,37106,ENU3710610010,LAUCN371060000000003
D,MC3714380000000,"Boone, NC Micropolitan Statistical Area",0,T,5413,37143,ENU3714310010,LAUCN371430000000003
D,MC3714820000000,"Brevard, NC Micropolitan Statistical Area",0,T,5414,37148,ENU3714810010,LAUCN371480000000003
D,MC3719000000000,"Cullowhee, NC Micropolitan Statistical Area",0,T,5415,37190,ENU3719010010,LAUCN371900000000003
D,MC3720380000000,"Dunn, NC Micropolitan Statistical Area",0,T,5416,37203,ENU3720310010,LAUCN372030000000003
D,MC3721020000000,"Elizabeth City, NC Micropolitan Statistical Area",0,T,5417,37210,ENU3721010010,LAUCN372100000000003
D,MC3722580000000,"Forest City, NC Micropolitan Statistical Area",0,T,5418,37225,ENU3722510010,LAUCN372250000000003
D,MC3725780000000,"Henderson, NC Micropolitan Statistical Area",0,T,5419,37257,ENU3725710010,LAUCN372570000000003
D,MC3728620000000,"Kill Devil Hills, NC Micropolitan Statistical Area",0,T,5420,37286,ENU3728610010,LAUCN372860000000003
D,MC3728820000000,"Kinston, NC Micropolitan Statistical Area",0,T,5421,37288,ENU3728810010,LAUCN372880000000003
D,MC3729900000000,"Laurinburg, NC Micropolitan Statistical Area",0,T,5422,37299,ENU3729910010,LAUCN372990000000003
D,MC3731300000000,"Lumberton, NC Micropolitan Statistical Area",0,T,5423,37313,ENU3731310010,LAUCN373130000000003
D,MC3732000000000,"Marion, NC Micropolitan Statistical Area",0,T,5424,37320,ENU3732010010,LAUCN373200000000003
D,MC3733980000000,"Morehead City, NC Micropolitan Statistical Area",0,T,5425,37339,ENU3733910010,LAUCN373390000000003
D,MC3734340000000,"Mount Airy, NC Micropolitan Statistical Area",0,T,5426,37343,ENU3734310010,LAUCN373430000000003
D,MC3735900000000,"North Wilkesboro, NC Micropolitan Statistical Area",0,T,5427,37359,ENU3735910010,LAUCN373590000000003
D,MC3737080000000,"Oxford, NC Micropolitan Statistical Area",0,T,5428,37370,ENU3737010010,LAUCN373700000000003
D,MC3738240000000,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",0,T,5429,37382,ENU3738210010,LAUCN373820000000003
D,MC3740260000000,"Roanoke Rapids, NC Micropolitan Statistical Area",0,T,5430,37402,ENU3740210010,LAUCN374020000000003
D,MC3740460000000,"Rockingham, NC Micropolitan Statistical Area",0,T,5431,37404,ENU3740410010,LAUCN374040000000003
D,MC3741820000000,"Sanford, NC Micropolitan Statistical Area",0,T,5432,37418,ENU3741810010,LAUCN374180000000003
D,MC3743140000000,"Shelby, NC Micropolitan Statistical Area",0,T,5433,37431,ENU3743110010,LAUCN374310000000003
D,MC3747820000000,"Washington, NC Micropolitan Statistical Area",0,T,5434,37478,ENU3747810010,LAUCN374780000000003
D,MC3748980000000,"Wilson, NC Micropolitan Statistical Area",0,T,5435,37489,ENU3748910010,LAUCN374890000000003
D,MC3819860000000,"Dickinson, ND Micropolitan Statistical Area",0,T,5622,38198,ENU3819810010,LAUCN381980000000003
D,MC3827420000000,"Jamestown, ND Micropolitan Statistical Area",0,T,5623,38274,ENU3827410010,LAUCN382740000000003
D,MC3833500000000,"Minot, ND Micropolitan Statistical Area",0,T,5624,38335,ENU3833510010,LAUCN383350000000003
D,MC3847420000000,"Wahpeton, ND-MN Micropolitan Statistical Area",0,T,5625,38474,ENU3847410010,LAUCN384740000000003
D,MC3848780000000,"Williston, ND Micropolitan Statistical Area",0,T,5626,38487,ENU3848710010,LAUCN384870000000003
D,MC3911740000000,"Ashland, OH Micropolitan Statistical Area",0,T,5704,39117,ENU3911710010,LAUCN391170000000003
D,MC3911780000000,"Ashtabula, OH Micropolitan Statistical Area",0,T,5705,39117,ENU3911710010,LAUCN391170000000003
D,MC3911900000000,"Athens, OH Micropolitan Statistical Area",0,T,5706,39119,ENU3911910010,LAUCN391190000000003
D,MC3913340000000,"Bellefontaine, OH Micropolitan Statistical Area",0,T,5707,39133,ENU3913310010,LAUCN391330000000003
D,MC3915340000000,"Bucyrus, OH Micropolitan Statistical Area",0,T,5708,39153,ENU3915310010,LAUCN391530000000003
D,MC3915740000000,"Cambridge, OH Micropolitan Statistical Area",0,T,5709,39157,ENU3915710010,LAUCN391570000000003
D,MC3916380000000,"Celina, OH Micropolitan Statistical Area",0,T,5710,39163,ENU3916310010,LAUCN391630000000003
D,MC3917060000000,"Chillicothe, OH Micropolitan Statistical Area",0,T,5711,39170,ENU3917010010,LAUCN391700000000003
D,MC3918740000000,"Coshocton, OH Micropolitan Statistical Area",0,T,5712,39187,ENU3918710010,LAUCN391870000000003
D,MC3919580000000,"Defiance, OH Micropolitan Statistical Area",0,T,5713,39195,ENU3919510010,LAUCN391950000000003
D,MC3922300000000,"Findlay, OH Micropolitan Statistical Area",0,T,5714,39223,ENU3922310010,LAUCN392230000000003
D,MC3923380000000,"Fremont, OH Micropolitan Statistical Area",0,T,5715,39233,ENU3923310010,LAUCN392330000000003
D,MC3924820000000,"Greenville, OH Micropolitan Statistical Area",0,T,5716,39248,ENU3924810010,LAUCN392480000000003
D,MC3927160000000,"Jackson, OH Micropolitan Statistical Area",0,T,5717,39271,ENU3927110010,LAUCN392710000000003
D,MC3931930000000,"Marietta, OH Micropolitan Statistical Area",0,T,5718,39319,ENU3931910010,LAUCN393190000000003
D,MC3932020000000,"Marion, OH Micropolitan Statistical Area",0,T,5719,39320,ENU3932010010,LAUCN393200000000003
D,MC3934540000000,"Mount Vernon, OH Micropolitan Statistical Area",0,T,5720,39345,ENU3934510010,LAUCN393450000000003
D,MC3935420000000,"New Philadelphia-Dover, OH Micropolitan Statistical Area",0,T,5721,39354,ENU3935410010,LAUCN393540000000003
D,MC3935940000000,"Norwalk, OH Micropolitan Statistical Area",0,T,5722,39359,ENU3935910010,LAUCN393590000000003
D,MC3938580000000,"Point Pleasant, WV-OH Micropolitan Statistical Area",0,T,5723,39385,ENU3938510010,LAUCN393850000000003
D,MC3938840000000,"Port Clinton, OH Micropolitan Statistical Area",0,T,5724,39388,ENU3938810010,LAUCN393880000000003
D,MC3939020000000,"Portsmouth, OH Micropolitan Statistical Area",0,T,5725,39390,ENU3939010010,LAUCN393900000000003
D,MC3941400000000,"Salem, OH Micropolitan Statistical Area",0,T,5726,39414,ENU3941410010,LAUCN394140000000003
D,MC3941780000000,"Sandusky, OH Micropolitan Statistical Area",0,T,5727,39417,ENU3941710010,LAUCN394170000000003
D,MC3943380000000,"Sidney, OH Micropolitan Statistical Area",0,T,5728,39433,ENU3943310010,LAUCN394330000000003
D,MC3945660000000,"Tiffin, OH Micropolitan Statistical Area",0,T,5729,39456,ENU3945610010,LAUCN394560000000003
D,MC3946500000000,"Urbana, OH Micropolitan Statistical Area",0,T,5730,39465,ENU3946510010,LAUCN394650000000003
D,MC3946780000000,"Van Wert, OH Micropolitan Statistical Area",0,T,5731,39467,ENU3946710010,LAUCN394670000000003
D,MC3947540000000,"Wapakoneta, OH Micropolitan Statistical Area",0,T,5732,39475,ENU3947510010,LAUCN394750000000003
